UniqueID ,Customer problems,Customer comments after the ticket is closed
250611.0010433,Lỗi k thể giao dịch mọi khi vẫn giao dịch bình mô vào kiểm tra lịch sử giao dịch dùm chư bữa nay toii k thể giao dịch là sao vậy mô mmoo,Vẫn như z cả tuần trời ngày nào cũng vô giao dịch mà k mã lỗi 999 k 
250611.0004732,"rất mệt, đợi hoài tới bao giờ?","vẫn phải đợi à ?
"
250611.0002314,"đóng dư 1 lần ạ mong momo hoàn tiền




mong momo hoàn lại tiền giúp mình ạ

",hài lòng
250611.0009428,Tôi vay bên mc được mấy ngày tôi cần trả hết mà tôi k còn khả năng tất toán tôi trả thêm 100k lãi mí ngày mong xét duyệt tất toán hợp đồng,K chịu hả
250611.0012967,"Tôi đã hoàn thành việc review quán ăn trong mục “Thổ địa ăn uống”, nhưng tôi vẫn chưa nhận được 500 xu thưởng như trên app MoMo đã thông báo. ",Tốt!
250611.0004687,"Nội dung KH: Anh vào gg rồi mà ko mò đc cái j hết em hỗ trợ giúp anh cái chứ 500 của anh chả lẽ mất không 
 Hỗ trợ thêm từ: 250611.0002774",Anh giờ ko bt như nào bên kia liên hệ rồi thì họ nói như khỉ luôn báo huỷ thì trả tiền chứ ko trả thì như nào ạ
250611.0001284,Thánh toán tiền gì,Số tiền không lớn mà tôi hem có biết trừ vì tiền gì không hài lòng chút nào 
250611.0004629,"Tôi muốn 
 Hỏi giao dịch nào là j có thể hủy đc ko tại tôi ko nhớ có đăng ký hai ko tôi muốn hủy nó ",H người ta chuyển tuyền bênh ngân hàng trừ mà bênh đây có có 1triệu 200ngàn chuyển hai lần là 2 triệu 400 ngàn bảo hai ngày có h hai ngày vẫn chưa có tiền  r chừng nào momo giải viết
250611.0003608,Tôi cần biết tài khoản  Google Play nào Thanh toán tôi nhận thấy có giấu hiệu lừa đảo ,"Tôi muốn hoàn tiền tôi không mua mục này 
"
250611.0003573,Em thanh toán nhầm lần hai a chị huỷ giúp giao dịch giúp em với ạ ,A chị gửi huỷ giao dịch bên í để bên đó phê duyệt với e đã liên hệ bên đó rồi aj
250611.0001792,"Nội dung KH: Xác nhận mail giúp c đã tất toán ví trả sau
 Hỗ trợ thêm từ: 250610.0003303",Ra ngân hàng xin giấy tất toán mà làm khó đi qua đi lại rất nhiều lần mới được. Quá thất vọng về dịch vụ
250611.0010821,Không mở đc ví trả sau ,Có đầy đủ các điều khoản để mở ví trả sau mà không duyệt
250611.0007149,"Tại sao tự đăng ký app bị j à
",App chán
250611.0013046,"Nội dung KH: e muốn được hoàn tiền ạ, đợi lâu mà chưa thấy bên mình xử lí ạ
 Hỗ trợ thêm từ: 250611.0003909","buồn
"
250611.0011907,"Nội dung KH: Hỗ trợ như con cặc tự nhiên mất 29k
 Hỗ trợ thêm từ: 250611.0007188",Không đáng nhập đc app
250611.0010186,Tôi muốn hủy và hoàn lại tiền lại cho tôi,Sau chưa hủy nữa
250611.0011993,tôi muốn huỷ gói giao dịch vừa rồi,hoàn tiền ạ
250611.0004534,toi da chuyen tiền thành công sao người nhận không nhận được tiền ,người nhận đã nhận được rồi tks
250609.0000391,"Nội dung KH: Mã ref giao dịch:
TF250602156984552 

 Từ timo tk 9021669540377
 Hỗ trợ thêm từ: 250603.0007938","Một vấn đề phản ánh từ 3/6 tới nay vẫn không giải quyết được, thì nên xem lại cách vận hành đi"
250609.0012831,Tôi chuyển nhầm tiền qua số điện thoại khác ,Cskh tốt 
250609.0005812,Sao chưa nhận đc tiền trả lại cho mình ạ gần cả tuần rồi ạ,Quá lâu
250609.0006193,"Vì sao không mua bhyt được??
","Vẫn thế và chưa biết lỗi ở đâu?
"
250609.0000137,"Vé ngây ngày quốc tang, rạp đóng cửa ko chiếu phim tới giờ quá 14 ngày chưa hoàn tiền?",Mình coi rạp cinestar mà bữa quốc tang rạp đóng cửa mà không hoàn tiền?
250609.0013389,"Nội dung KH: 
Trong tài khoản em đã bị trừ đây ạ. Họ trọ em sao bên kia không nhận được tiền 
 Hỗ trợ thêm từ: 250609.0013259",Giờ em làm sao để lấy lại số tiền ở ví momo về vậy ạ
250609.0005117,Tôi không nhận được sản phẩm trong khi tiền giao dịch đã bị trừ,"Chất lượng tệ, đến giờ này vấn đề của tôi chưa được giải quyết và cũng không biết tôi phải làm gì để được giải quyết"
250609.0011563,Linhpro61 Linhpro61 ,50
250609.0009018,"Tôi đã thanh toán, tài khoản trừ tiền nhưng giao dịch chưa hoàn thành",Yêu cầu của tôi ko đc giải quyết
250609.0013033,"Đơn này đã được thanh toán thành công, nhưng lại thanh toán thêm 1 lần tiền nữa tổn g là 2 lần cho cho 1 đơn hàng","Và vào ví trả sau thì báo k thành công, nhưng vào liên kết thẻ thì báo là đang tạm giữ tiền v là đang giữ hay là k thành công ạ"
250609.0002614,"Mình đặt 2 vé xe Phương Trang ngày 3/6, do lỗi hệ thống PT nên khi mình thanh toán momo thì PT báo lỗi, momo đã trừ tiền mình 600k, mình phải hủy đơn đó nhưng momo chưa trả lại mình 600k, mã 89538045405",Cảm ơn Momo đã lắng nghe và giải quyết yêu cầu của mình. Mình rất hài lòng.
250609.0000683,Rút tiền từ ví về ACB,Cảm ơn rất nhiều  .hài lòng
250609.0007644,"Nội dung KH: Không xử lý cho tôi ah
 Hỗ trợ thêm từ: 250608.0004336",Hài lòng
250609.0000924,"NGUYEN VAN GIANG 0987115640
Vietcombank 1035525481 9704368626450177015 03/23/03/29","25060974956831
MOMO 0987115640"
250609.0003089,okkkkkkkkk,Tốt
250609.0014201,sao bắt email... ko vô dc,Tốt 
250609.0014138,"Nội dung KH: Xác minh thành công rồi nhưng hệ thống lại báo không thành công
 Hỗ trợ thêm từ: 250609.0008687",Tôi vẫn chưa xác thực được khuôn mặt để dùng ví 
250609.0005433,"mình cần huỷ tk
để xác thực tk nay
",mình cần vay tiền
250609.0003249,tôi muốn huỷ tài khoản momo,"tôi muốn huỷ tkhoan momo

"
250609.0004396,"Xin chào. Tôi cần momo check lại kĩ giúp tôi vấn đề thanh toán tiền bảo hiểm mổi tháng. Tôi đã đóng tiền nhưng Momo vẫn báo cho tôi là chưa đóng và tôi có tra trên web thì đến tháng 10/2025 mới cần phải thanh toán thêm có nghĩa là momo đã thu dư của tôi 4 tháng mà kh hề báo cho tôi là đã thu. Nên tôi cần momo check lại kĩ và phản hồi lại cho tôi rõ ràng vấn đề này. Xin cảm ơn
",Giải quyết như không giải quyết
250609.0007787,đã gửi yêu cầu nhưng vẫn chưa được hoàn tiền,Hoàn tiền đen nay vẫn chưa thấy xử lý
250609.0008948,"Tôi đã giao dịch thành công trên momo nhưng ko dùng 3g đc, gọi lên nhà mạng thì họ bảo là không tìm được ttin gói cước này ",Chưa hề giải quyết được vấn đề tôi gọi lên Vinaphone rồi mà k hề thấy gói cước cuae tôi đc đki
250609.0008491,"Nội dung KH: vẫn chưa trợ giúp xong
 Hỗ trợ thêm từ: 250608.0010058","không giải quyết
"
250609.0008419,"ngày 5 tháng 6 tôi có nạp tiền vào momo với số tiền là 120.000vnđ nhưng thẻ tôi có trừ tiền mà momo không thấy tiền vào
","trả lời không vào vấn đề, tôi thấy tiền bị trừ nhưng momo kh hiện 1 giao dịch gì về số tiền đấy "
250609.0000037,Em muốn vay tiền nhanh những ko biết đăng kí chỗ nào ạ,Cảm ơn 
250609.0012843,Toi muon doi so dien thoai momo cua qua so moi ,"Toi ko the dang ky them 1 tai khoan momo nao nua gi tao da dang ky qua muc tai khoan momo ma so dien thoai tung dang ky da mat het roi ,nhung gio toi muon dung momo lai nen mong ho tro de doi so moi cho tai khoan momo ma dung"
250609.0007248,tôi không dùng ví trả sau. đề nghị hoàn trả lại như cũ ,"Tôi đề nghị giữ vì giao dịch đó là giao dịch vô hiệu. Không có hiệu lực nên không phát sinh phí.
Nếu trừ tiền, bạn vui lòng cung cấp quy định liên quan. "
250609.0007721,Tôi muốn hoàn tiền. Vì lý do quên hủy gia hạn dùng miễn phí ,Rất hài lòng
250609.0002644,"Mình có rút tiền từ túi thần tài về để chuyển tiền đến ngân hàng có tên tài khoản như hình bên dưới. Tuy nhiên sau khi giao dịch báo thành công thì tiền bên mình bị trừ nhưng bên phía ngân hàng người nhận vẫn chưa nhận được tiền, mong bên phía momo hỗ trợ và xem xét lại giao dịch dùm mình, xin cảm ơn!","Vấn đề đã được giải quyết, bên người nhận báo đã nhận được tiền. Xin cảm ơn đỗi ngũ hỗ trợ MoMo nhiều!"
250609.0006753,"Không sử dụng được ví trả sau nhưng đã tất toán rồi





",Vẫn chưa dc
250609.0006958,"cho mình hỏi tại sao giao dịch này mình ko thanh toán được bằng nguồn tiền từ thẻ tín dụng? thẻ mình vẫn thanh toán bình thường với các giao dịch khác, chỉ có giao dịch này bị vậy là do đơn vị cung cấp dịch vụ hả bạn? ","đây ko phải vấn đề kĩ thuật, lần trước phản ảnh bạn kia nói mình gỡ thẻ rồi liên kết lại mình cũng làm rồi, thẻ mình vẫn thanh toán bình thường, lúc chọn thanh toán momo bằng thẻ tại các điểm giao dịch khác như siẻu thị vẫn được, Vì vậy mình mới hỏi lại cho giao dịch này. Không biết đây là do momo hay do đơn vị thu tiền đó ko bật thanh toán nguồn tiền bằng thẻ?"
250609.0009408,Đăng kí vay nhanh chưa được phê duyệt từ hôm qua,"Máy trả lời, k có người phản hồi "
250609.0002162,Giao dịch này của tôi không update lại tổng số tài khoản của tôi mặc dù những giao dịch sau đó đều là ví trả sau.,Hiện tại tôi vẫn chưa nhận dc tiền của tôi mặc dù đã đăng nhập lại mà nó vẫn chưa update lại 
250610.0001764,Chuyển tiền từ ngân hàng Vietinbank vào ví momo. Bên Vietinbank xác nhận đã gởi thành công nhưng ví thì chưa nhận được. Số đt liên hệ 0923877478 (Tiến). Cần hổ trợ gấp vì đây là tiền lương tháng gởi về để đóng tiền học phí cho con,85937591412 kiểm tra mã GĐ này đã đến đích chưa. Sao bên nhận chưa thấy nhận đc
250610.0003769,"Minh có đặt ka trên app momo, khách sạn nói việc xuất vat liên hệ momo vi khách sạn k nhận khoaản  tiền đó trực tiếp nên không xuất vat dc.",Phía khách sạn noi tằng tiền họ nhận là từ Xpedia chứ k phải từ mình nên họ xuất hđ la xuất cho Xpedia
250610.0014346,Chuyển tiền cho người nhận và người nhận không giao sản phẩm buôn bán và đã chặn hết liên lạc mong được thu hồi lại số tiền đã chuyển em đang cần tiền để chữa bệnh xin cảm ơn.,Mong được hỗ trợ thu hồi lại số tiền
250610.0003111,Tôi muốn biết lý do tại sao hoàn tiền thất bại,"Tôi kiểm tra lại thì Google vẫn báo là đã hoàn tiền về ví điện tử Momo này. Tôi nghĩ rằng phía Google đã hoàn tiền thì tài khoản Momo mới hiển thị được số tiền chính xác như vậy chứ ?
Ví dụ khoản tiền hoàn thất bại ghi rõ con số là 158.271đ chẳng hạn, nếu Google chưa hoàn tiền thì sao momo thể hiện rõ ràng con số này ? Tôi cho rằng tiền đã được Google hoàn nhưng momo xử lý lỗi. Mong giải thích rõ."
250610.0003124,"Tôi có rất nhiều khoản hoàn tiền từ dịch vụ Google Ads thất bại, không hiểu lý do vì sao","Tôi kiểm tra lại thì Google vẫn báo là đã hoàn tiền về ví điện tử Momo này. Tôi nghĩ rằng phía Google đã hoàn tiền thì tài khoản Momo mới hiển thị được số tiền chính xác như vậy chứ ?
Ví dụ khoản tiền hoàn thất bại ghi rõ con số là 158.271đ chẳng hạn, nếu Google chưa hoàn tiền thì sao momo thể hiện rõ ràng con số này ? Tôi cho rằng tiền đã được Google hoàn nhưng momo xử lý lỗi. Mong giải thích rõ."
250610.0000149,Tại sao chuyển tiền thất bại,Hỗ trợ tốt
250610.0007718,"đã thanh toán nhưng hệ thống k trừ tiền 
","chuyên nghiệp
"
250610.0004756,Đã quá lâu tại sao chưa hoàn tiền cho tôi,Quá lâu
250610.0011523,tôi vẫn chưa được hoàn tiền lại,Đã giải quyết nhưng rất chậm để khách phản ánh rất nhiều lần
250610.0013307,"Tiền trong ví bị giữ và ghi trạng thái đang xử lý. Đã 3 ngày không trả lại tiền của tôi
",Chưa nhận lại tiền
250610.0010117,"Nội dung KH: Ủa bán hàng kiểu gì k có tâm vậy mới mua có 10 phút a gọi hỏi nhân viên đổi được k thì báo gọi mobifone , gọi mobifone thì nói qua momo, a mua cái sim 6tr k hợp mệnh nên a muốn đổi sang sim 8tr cũng k được nữa, momo làm ăn quá chán bán hàng k có tâm, chỉ bán được hàng của mình là xong việc à, khách hàng mua sim k hợp mệnh đổi cũng không được trong khi sim còn chưa kích hoạt
 Hỗ trợ thêm từ: 250606.0005824",Có việc đơn giản vậy cũng k giải quết được thì làm ăn đéo gì
250610.0007858,"Nội dung KH: Lịch sử giao dịch tôi đã chụp như trên có dc hay ko?
 Hỗ trợ thêm từ: 250609.0003379",Quá tệ
250610.0012348,"không đổi tên tài khoản được.do không trùng tên cccd.
tên đúng: Hoong Văn Lợi","Cần đồng bộ cccd, mà tên tài khoản không trùng tên cccd.
"
250610.0013602,Tôi cần hủy số cũ trên căn cước công dân đã bị mất sim . Số CCCD 017207008302 . Số đuôi 418,Momo rất là nhiệt tình 
250610.0009594,ngân hàng đã xác nhận giao dịch thành công sao momo chưa nhận tiền ạ giải quyết giúp em ngày 9/6/2025 18h24 200.000 vnd,trong đó có mã ticket E250684364 MB bank đã xác nhận giao dịch thành công vậy lỗi do bên mình bên mình hỗ trợ sớm giúp e 
250610.0007726,Sao báo là null rồi bây giờ 2 ngày vẫn chưa nhận về tài khoản,Sao em chưa nhận duoc tiền
250610.0004624,"Nội dung KH: Cái vấn đề là cái sdt kia là của ai nạp trong khi mình vừa mua xong ko nạp
 Hỗ trợ thêm từ: 250603.0013558",Giải quyết ko đc gì tiền của tôi 500k vẫn bị mất 
